Trait1	Trait2	pval	BH	rho	order1	order2	order_var1	order_var2	BH.NA
A2	y5	0.000501282	0.001395164	-0.061475758	100	42	x100_A2	x042_y5	0.001395164
A2	y6	0.00071712	0.001966667	-0.059763204	100	43	x100_A2	x043_y6	0.001966667
A2	y7	1.13E-11	4.89E-11	0.1196118	100	53	x100_A2	x053_y7	4.89E-11
A2	y8	9.33E-09	3.55E-08	0.101275131	100	54	x100_A2	x054_y8	3.55E-08
A2	y9	0	0	0.409711331	100	86	x100_A2	x086_y9	0
A5	A1	0	0	0.313584864	101	68	x101_A5	x068_A1	0
A5	A10	2.23E-07	7.84E-07	-0.091389678	101	91	x101_A5	x091_A10	0.000000784
A5	A11	0	0	0.389552891	101	80	x101_A5	x080_A11	0
A5	A12	5.51E-09	2.13E-08	-0.102828071	101	98	x101_A5	x098_A12	2.13E-08
A5	A13	0.00016132	0.000471304	0.066638663	101	85	x101_A5	x085_A13	0.000471304
A5	A14	0	0	-0.287716269	101	95	x101_A5	x095_A14	0
A5	A15	3.55E-15	1.79E-14	0.138508484	101	81	x101_A5	x081_A15	1.79E-14
A5	A16	7.60E-11	3.17E-10	-0.114699744	101	94	x101_A5	x094_A16	3.17E-10
A5	A17	0	0	0.205257535	101	79	x101_A5	x079_A17	0
A5	A18	2.15E-14	1.06E-13	-0.13449809	101	99	x101_A5	x099_A18	1.06E-13
A5	A19	0.902231538	0.938720509	0.002172082	101	82	x101_A5	x082_A19	NA
A5	A2	0	0	-0.519377649	101	100	x101_A5	x100_A2	0
A5	A20	0	0	-0.149274364	101	96	x101_A5	x096_A20	0
A5	A3	0	0	-0.276473552	101	69	x101_A5	x069_A3	0
A5	A4	0	0	-0.225869954	101	92	x101_A5	x092_A4	0
A5	A5	NA	NA	1	101	101	x101_A5	x101_A5	NA
A5	A6	0	0	0.206613824	101	97	x101_A5	x097_A6	0
A5	A7	0.002680943	0.006821839	-0.053045798	101	84	x101_A5	x084_A7	0.006821839
A5	A8	0	0	-0.457753956	101	93	x101_A5	x093_A8	0
A5	A9	0	0	0.154906094	101	83	x101_A5	x083_A9	0
A5	B1	0.998261916	0.998761714	-3.85E-05	101	26	x101_A5	x026_B1	NA
A5	B10	0.673793559	0.785032949	-0.007443009	101	2	x101_A5	x002_B10	NA
A5	B11	0.332704093	0.483764501	-0.017126791	101	6	x101_A5	x006_B11	NA
A5	B12	0.741974868	0.836430864	0.005821498	101	14	x101_A5	x014_B12	NA
A5	B13	0.305211919	0.453468515	0.018128039	101	9	x101_A5	x009_B13	NA
A5	B14	0.215911207	0.347020827	0.021878164	101	4	x101_A5	x004_B14	NA
A5	B15	0.405781018	0.55828399	0.014698823	101	15	x101_A5	x015_B15	NA
A5	B16	0.25177498	0.389922761	-0.020262141	101	16	x101_A5	x016_B16	NA
A5	B17	0.005442362	0.013284594	-0.049118944	101	7	x101_A5	x007_B17	0.013284594
A5	B18	0.874972634	0.920740905	0.002782147	101	17	x101_A5	x017_B18	NA
A5	B19	0.943573811	0.963538039	-0.001251497	101	10	x101_A5	x010_B19	NA
A5	B2	0.594790087	0.723572762	-0.009404881	101	25	x101_A5	x025_B2	NA
A5	B20	0.045510067	0.092990064	0.035350971	101	8	x101_A5	x008_B20	NA
A5	B3	0.855656399	0.90885954	-0.003216422	101	23	x101_A5	x023_B3	NA
A5	B4	0.001656787	0.004342999	0.055579036	101	1	x101_A5	x001_B4	0.004342999
A5	B5	0.923496595	0.950811524	-0.001697987	101	5	x101_A5	x005_B5	NA
A5	B6	0.02084489	0.046266241	0.040841773	101	13	x101_A5	x013_B6	0.046266241
A5	B7	0.028365425	0.061037588	0.03874743	101	11	x101_A5	x011_B7	NA
A5	B8	0.109684238	0.199259699	0.028278422	101	3	x101_A5	x003_B8	NA
A5	B9	0.251730949	0.389922761	0.020264022	101	12	x101_A5	x012_B9	NA
A5	C1	0.112490238	0.203493958	-0.028057264	101	21	x101_A5	x021_C1	NA
A5	C10	0.977992027	0.985459059	-0.000487778	101	30	x101_A5	x030_C10	NA
A5	C11	0.06179984	0.122112736	0.033015836	101	35	x101_A5	x035_C11	NA
A5	C12	0.838034132	0.898911187	-0.003614305	101	29	x101_A5	x029_C12	NA
A5	C13	0.227048192	0.360964574	-0.021357153	101	33	x101_A5	x033_C13	NA
A5	C14	0.523811091	0.666005407	-0.011271476	101	31	x101_A5	x031_C14	NA
A5	C15	0.067800803	0.132246939	0.032284383	101	40	x101_A5	x040_C15	NA
A5	C16	0.739253085	0.834146856	-0.00588521	101	37	x101_A5	x037_C16	NA
A5	C17	0.033592525	0.071262275	-0.037559345	101	39	x101_A5	x039_C17	NA
A5	C18	0.074454389	0.143291835	-0.03153317	101	36	x101_A5	x036_C18	NA
A5	C19	0.557483565	0.693672473	0.010371579	101	41	x101_A5	x041_C19	NA
A5	C2	0.406657225	0.559153684	-0.014671412	101	19	x101_A5	x019_C2	NA
A5	C20	0.420319059	0.571659658	0.014248482	101	38	x101_A5	x038_C20	NA
A5	C3	0.800192239	0.874116704	0.004475215	101	22	x101_A5	x022_C3	NA
A5	C4	0.235098837	0.371094663	-0.020991774	101	20	x101_A5	x020_C4	NA
A5	C5	0.742764206	0.836534175	0.005803035	101	24	x101_A5	x024_C5	NA
A5	C6	0.149416416	0.256295112	-0.02548589	101	18	x101_A5	x018_C6	NA
A5	C7	0.244994545	0.382086966	0.020554587	101	34	x101_A5	x034_C7	NA
A5	C8	0.615379998	0.737416606	-0.008883324	101	28	x101_A5	x028_C8	NA
A5	C9	0.300919198	0.448201389	-0.018289674	101	32	x101_A5	x032_C9	NA
A5	D1	1.55E-08	5.85E-08	0.099750087	101	51	x101_A5	x051_D1	5.85E-08
A5	D10	0	0	-0.195291579	101	77	x101_A5	x077_D10	0
A5	D11	5.55E-14	2.67E-13	-0.132356718	101	88	x101_A5	x088_D11	2.67E-13
A5	D12	0	0	0.148015544	101	76	x101_A5	x076_D12	0
A5	D13	1.23E-09	4.88E-09	0.107132845	101	90	x101_A5	x090_D13	4.88E-09
A5	D14	0.925230055	0.95174231	-0.001659398	101	78	x101_A5	x078_D14	NA
A5	D15	0.038588221	0.080661223	-0.036563508	101	105	x101_A5	x105_D15	NA
A5	D16	0.000559247	0.001548584	-0.06095694	101	109	x101_A5	x109_D16	0.001548584
A5	D17	0.601907642	0.728388436	-0.009223685	101	106	x101_A5	x106_D17	NA
A5	D18	2.22E-05	6.89E-05	0.074898779	101	108	x101_A5	x108_D18	0.0000689
A5	D19	0.8428998	0.901915264	0.003504271	101	107	x101_A5	x107_D19	NA
A5	D2	0	0	0.389633715	101	70	x101_A5	x070_D2	0
A5	D20	0.288864263	0.43445591	-0.018751973	101	110	x101_A5	x110_D20	NA
A5	D3	0	0	-0.457342863	101	50	x101_A5	x050_D3	0
A5	D4	0	0	-0.58538413	101	102	x101_A5	x102_D4	0
A5	D5	0	0	0.331008375	101	103	x101_A5	x103_D5	0
A5	D6	0	0	0.455659747	101	67	x101_A5	x067_D6	0
A5	D7	0	0	-0.162063554	101	104	x101_A5	x104_D7	0
A5	D8	0.099719374	0.184130226	-0.029101914	101	75	x101_A5	x075_D8	NA
A5	D9	0.00341689	0.008567234	0.051729016	101	89	x101_A5	x089_D9	0.008567234
A5	x1	0.000168504	0.000490616	-0.066446945	101	59	x101_A5	x059_x1	0.000490616
A5	x10	0	0	-0.200095296	101	65	x101_A5	x065_x10	0
A5	x11	1.51E-06	5.08E-06	-0.084904477	101	27	x101_A5	x027_x11	0.00000508
A5	x12	0	0	0.19980514	101	66	x101_A5	x066_x12	0
A5	x13	1.34E-11	5.79E-11	-0.119174667	101	49	x101_A5	x049_x13	5.79E-11
A5	x14	0	0	-0.327302396	101	73	x101_A5	x073_x14	0
A5	x15	0	0	-0.317091793	101	74	x101_A5	x074_x15	0
A5	x2	0.247515441	0.384963039	-0.020445205	101	60	x101_A5	x060_x2	NA
A5	x3	0.041820577	0.086602543	-0.035976168	101	61	x101_A5	x061_x3	NA
A5	x4	0.018621424	0.041795372	-0.041587736	101	62	x101_A5	x062_x4	0.041795372
A5	x5	0.697464383	0.804060343	0.006873645	101	57	x101_A5	x057_x5	NA
A5	x6	0.022879444	0.050279424	0.04021766	101	58	x101_A5	x058_x6	NA
A5	x7	0	0	0.325880289	101	71	x101_A5	x071_x7	0
A5	x8	0	0	0.350043833	101	72	x101_A5	x072_x8	0
A5	x9	1.27E-13	5.99E-13	0.130456626	101	48	x101_A5	x048_x9	5.99E-13
A5	y1	7.99E-15	3.99E-14	0.136733279	101	44	x101_A5	x044_y1	3.99E-14
A5	y10	0	0	-0.238846764	101	63	x101_A5	x063_y10	0
A5	y11	0	0	0.176148459	101	52	x101_A5	x052_y11	0
A5	y12	0	0	-0.233392417	101	64	x101_A5	x064_y12	0
A5	y13	1.91E-07	6.76E-07	-0.091885544	101	87	x101_A5	x087_y13	0.000000676
A5	y14	1.28E-10	5.30E-10	-0.113318823	101	55	x101_A5	x055_y14	5.3E-10
A5	y15	1.11E-12	5.01E-12	-0.125338435	101	56	x101_A5	x056_y15	5.01E-12
A5	y2	1.89E-14	9.29E-14	0.134795085	101	45	x101_A5	x045_y2	9.29E-14
A5	y3	6.86E-07	2.35E-06	0.087626405	101	46	x101_A5	x046_y3	0.00000235
A5	y4	2.53E-07	8.87E-07	0.090967439	101	47	x101_A5	x047_y4	0.000000887
A5	y5	5.06E-14	2.44E-13	0.132558763	101	42	x101_A5	x042_y5	2.44E-13
A5	y6	1.40E-13	6.63E-13	0.130215913	101	43	x101_A5	x043_y6	6.63E-13
A5	y7	1.11E-13	5.24E-13	-0.130769819	101	53	x101_A5	x053_y7	5.24E-13
A5	y8	5.00E-12	2.19E-11	-0.121650398	101	54	x101_A5	x054_y8	2.19E-11
A5	y9	6.58E-09	2.53E-08	-0.102310255	101	86	x101_A5	x086_y9	2.53E-08
D4	A1	0	0	-0.467038006	102	68	x102_D4	x068_A1	0
D4	A10	0.193869296	0.317988078	-0.022969492	102	91	x102_D4	x091_A10	NA
D4	A11	0	0	-0.165961146	102	80	x102_D4	x080_A11	0
D4	A12	7.41E-13	3.38E-12	-0.126298964	102	98	x102_D4	x098_A12	3.38E-12
D4	A13	0.669081515	0.7820518	0.007557257	102	85	x102_D4	x085_A13	NA
D4	A14	8.44E-07	2.88E-06	0.086918406	102	95	x102_D4	x095_A14	0.00000288
D4	A15	0.000197254	0.000569898	0.065749459	102	81	x102_D4	x081_A15	0.000569898
D4	A16	0.01421019	0.032602406	0.043333776	102	94	x102_D4	x094_A16	0.032602406
D4	A17	0	0	-0.148072153	102	79	x102_D4	x079_A17	0
D4	A18	2.49E-06	8.29E-06	-0.08311484	102	99	x102_D4	x099_A18	0.00000829
D4	A19	0.006204994	0.01501774	0.048362341	102	82	x102_D4	x082_A19	0.01501774
D4	A2	0	0	0.572380245	102	100	x102_D4	x100_A2	0
D4	A20	0.001354352	0.003584697	0.056610752	102	96	x102_D4	x096_A20	0.003584697
D4	A3	0	0	0.55531013	102	69	x102_D4	x069_A3	0
D4	A4	0	0	0.46990642	102	92	x102_D4	x092_A4	0
D4	A5	0	0	-0.58538413	102	101	x102_D4	x101_A5	0
D4	A6	0	0	-0.547423005	102	97	x102_D4	x097_A6	0
D4	A7	2.41E-12	1.08E-11	0.123444259	102	84	x102_D4	x084_A7	1.08E-11
D4	A8	0	0	0.261108786	102	93	x102_D4	x093_A8	0
D4	A9	6.05E-11	2.55E-10	0.115297928	102	83	x102_D4	x083_A9	2.55E-10
D4	B1	0.72709925	0.824779565	-0.00617066	102	26	x102_D4	x026_B1	NA
D4	B10	0.903961369	0.939536825	-0.002133462	102	2	x102_D4	x002_B10	NA
D4	B11	0.661227843	0.774835989	-0.007748383	102	6	x102_D4	x006_B11	NA
D4	B12	0.332272585	0.483488871	0.017142082	102	14	x102_D4	x014_B12	NA
D4	B13	0.420065509	0.571659658	-0.014256257	102	9	x102_D4	x009_B13	NA
D4	B14	0.779570587	0.861003255	0.004948732	102	4	x102_D4	x004_B14	NA
D4	B15	0.481915153	0.627106868	-0.012433824	102	15	x102_D4	x015_B15	NA
D4	B16	0.285864573	0.430808978	0.018869016	102	16	x102_D4	x016_B16	NA
D4	B17	0.449645138	0.59717274	0.013366974	102	7	x102_D4	x007_B17	NA
D4	B18	0.216235909	0.347206097	-0.021862704	102	17	x102_D4	x017_B18	NA
D4	B19	0.570438728	0.704673434	-0.010032506	102	10	x102_D4	x010_B19	NA
D4	B2	0.856297665	0.909210643	-0.003201975	102	25	x102_D4	x025_B2	NA
D4	B20	0.76265375	0.850624974	-0.005339831	102	8	x102_D4	x008_B20	NA
D4	B3	0.244896905	0.382086966	-0.02055884	102	23	x102_D4	x023_B3	NA
D4	B4	0.000194861	0.000563256	-0.065803736	102	1	x102_D4	x001_B4	0.000563256
D4	B5	0.153770594	0.262188484	-0.025216246	102	5	x102_D4	x005_B5	NA
D4	B6	0.750318869	0.842242363	-0.005626644	102	13	x102_D4	x013_B6	NA
D4	B7	0.00889835	0.021002208	-0.046229746	102	11	x102_D4	x011_B7	0.021002208
D4	B8	0.258185145	0.39783106	-0.019990671	102	3	x102_D4	x003_B8	NA
D4	B9	0.001016036	0.00273759	-0.058054287	102	12	x102_D4	x012_B9	0.00273759
D4	C1	0.22262302	0.355236893	0.021561932	102	21	x102_D4	x021_C1	NA
D4	C10	0.675570288	0.78672181	0.007400011	102	30	x102_D4	x030_C10	NA
D4	C11	0.806344686	0.878482699	0.004334576	102	35	x102_D4	x035_C11	NA
D4	C12	0.946150402	0.965311719	-0.001194261	102	29	x102_D4	x029_C12	NA
D4	C13	0.260087106	0.400005695	0.019911025	102	33	x102_D4	x033_C13	NA
D4	C14	0.547540774	0.685538922	0.010634414	102	31	x102_D4	x031_C14	NA
D4	C15	0.126185534	0.22341473	-0.027036181	102	40	x102_D4	x040_C15	NA
D4	C16	0.740929671	0.83572406	-0.005845955	102	37	x102_D4	x037_C16	NA
D4	C17	0.016817832	0.038017991	0.04225244	102	39	x102_D4	x039_C17	0.038017991
D4	C18	0.38163242	0.534258316	0.01546876	102	36	x102_D4	x036_C18	NA
D4	C19	0.783602092	0.863864388	0.004855892	102	41	x102_D4	x041_C19	NA
D4	C2	0.480643091	0.626132042	-0.012469944	102	19	x102_D4	x019_C2	NA
D4	C20	0.059885302	0.1187603	-0.033261552	102	38	x102_D4	x038_C20	NA
D4	C3	0.468191351	0.614449902	-0.012826302	102	22	x102_D4	x022_C3	NA
D4	C4	0.140660298	0.24442275	0.026046844	102	20	x102_D4	x020_C4	NA
D4	C5	0.021116812	0.04678318	0.040755369	102	24	x102_D4	x024_C5	0.04678318
D4	C6	0.87824207	0.923694949	-0.002708815	102	18	x102_D4	x018_C6	NA
D4	C7	0.076479879	0.14681296	-0.031315409	102	34	x102_D4	x034_C7	NA
D4	C8	0.439239891	0.588578691	-0.013675844	102	28	x102_D4	x028_C8	NA
D4	C9	0.050464663	0.101863857	0.034575362	102	32	x102_D4	x032_C9	NA
D4	D1	0.016881236	0.038134973	-0.042228036	102	51	x102_D4	x051_D1	0.038134973
D4	D10	6.76E-10	2.71E-09	0.108802281	102	77	x102_D4	x077_D10	2.71E-09
D4	D11	0	0	0.247968838	102	88	x102_D4	x088_D11	0
D4	D12	0.021156848	0.046854564	-0.040742729	102	76	x102_D4	x076_D12	0.046854564
D4	D13	7.62E-14	3.64E-13	-0.131626189	102	90	x102_D4	x090_D13	3.64E-13
D4	D14	1.18E-14	5.84E-14	-0.135835215	102	78	x102_D4	x078_D14	5.84E-14
D4	D15	6.51E-06	2.10E-05	0.079604156	102	105	x102_D4	x105_D15	0.000021
D4	D16	2.96E-12	1.32E-11	0.122939765	102	109	x102_D4	x109_D16	1.32E-11
D4	D17	0.253197508	0.39132996	0.020201486	102	106	x102_D4	x106_D17	NA
D4	D18	0	0	-0.155842692	102	108	x102_D4	x108_D18	0
D4	D19	0.075393891	0.145053395	0.031431571	102	107	x102_D4	x107_D19	NA
D4	D2	0	0	-0.613095224	102	70	x102_D4	x070_D2	0
D4	D20	6.43E-08	2.34E-07	0.095378377	102	110	x102_D4	x110_D20	0.000000234
D4	D3	0	0	0.209924877	102	50	x102_D4	x050_D3	0
D4	D4	NA	NA	1	102	102	x102_D4	x102_D4	NA
D4	D5	9.11E-07	3.10E-06	-0.086653456	102	103	x102_D4	x103_D5	0.0000031
D4	D6	0	0	-0.508424819	102	67	x102_D4	x067_D6	0
D4	D7	0	0	0.179913998	102	104	x102_D4	x104_D7	0
D4	D8	6.54E-09	2.51E-08	0.102326475	102	75	x102_D4	x075_D8	2.51E-08
D4	D9	3.22E-13	1.49E-12	-0.128281474	102	89	x102_D4	x089_D9	1.49E-12
D4	x1	0.332499096	0.483583717	-0.017134054	102	59	x102_D4	x059_x1	NA
D4	x10	0	0	0.3729918	102	65	x102_D4	x065_x10	0
D4	x11	2.85E-08	1.05E-07	0.097907677	102	27	x102_D4	x027_x11	0.000000105
D4	x12	0	0	-0.388151973	102	66	x102_D4	x066_x12	0
D4	x13	0	0	0.277733564	102	49	x102_D4	x049_x13	0
D4	x14	0	0	0.410219759	102	73	x102_D4	x073_x14	0
D4	x15	0	0	0.383505672	102	74	x102_D4	x074_x15	0
D4	x2	0.003727343	0.009298968	-0.051249925	102	60	x102_D4	x060_x2	0.009298968
D4	x3	0.442207913	0.591186455	-0.013587319	102	61	x102_D4	x061_x3	NA
D4	x4	0.137803196	0.240154116	0.026235677	102	62	x102_D4	x062_x4	NA
D4	x5	0.00113534	0.003027741	0.057500422	102	57	x102_D4	x057_x5	0.003027741
D4	x6	0.03943442	0.082143623	0.036405832	102	58	x102_D4	x058_x6	NA
D4	x7	0	0	-0.380490363	102	71	x102_D4	x071_x7	0
D4	x8	0	0	-0.419551522	102	72	x102_D4	x072_x8	0
D4	x9	0	0	-0.286754221	102	48	x102_D4	x048_x9	0
D4	y1	4.06E-05	0.000123731	-0.072473794	102	44	x102_D4	x044_y1	0.000123731
D4	y10	0	0	0.336296737	102	63	x102_D4	x063_y10	0
D4	y11	3.47E-13	1.61E-12	-0.128102392	102	52	x102_D4	x052_y11	1.61E-12
D4	y12	0	0	0.321083963	102	64	x102_D4	x064_y12	0
D4	y13	0.211169058	0.340769448	0.022105884	102	87	x102_D4	x087_y13	NA
D4	y14	0.299792273	0.446855962	0.01833236	102	55	x102_D4	x055_y14	NA
D4	y15	0.443492481	0.592014568	0.013549111	102	56	x102_D4	x056_y15	NA
D4	y2	3.81E-06	1.25E-05	-0.081580184	102	45	x102_D4	x045_y2	0.0000125
D4	y3	0.170133868	0.284664398	-0.024251882	102	46	x102_D4	x046_y3	NA
D4	y4	0.142469521	0.246779769	-0.025928788	102	47	x102_D4	x047_y4	NA
D4	y5	1.20E-06	4.05E-06	-0.085707352	102	42	x102_D4	x042_y5	0.00000405
D4	y6	2.99E-05	9.21E-05	-0.073703609	102	43	x102_D4	x043_y6	0.0000921
D4	y7	0.657499919	0.771976502	0.007839422	102	53	x102_D4	x053_y7	NA
D4	y8	0.436165224	0.5858854	0.013767913	102	54	x102_D4	x054_y8	NA
D4	y9	0.098826671	0.182690685	0.029178835	102	86	x102_D4	x086_y9	NA
D5	A1	0.002785175	0.007057111	0.052840594	103	68	x103_D5	x068_A1	0.007057111
D5	A10	0	0	0.174246863	103	91	x103_D5	x091_A10	0
D5	A11	2.22E-16	1.16E-15	-0.144589409	103	80	x103_D5	x080_A11	1.16E-15
D5	A12	0	0	-0.280951858	103	98	x103_D5	x098_A12	0
D5	A13	0	0	-0.166392952	103	85	x103_D5	x085_A13	0
D5	A14	0.002339474	0.006006486	0.053773303	103	95	x103_D5	x095_A14	0.006006486
D5	A15	0.15807692	0.268386047	-0.024955213	103	81	x103_D5	x081_A15	NA
D5	A16	8.50E-09	3.25E-08	-0.101553291	103	94	x103_D5	x094_A16	3.25E-08
D5	A17	2.67E-07	9.35E-07	-0.090789646	103	79	x103_D5	x079_A17	0.000000935
D5	A18	0	0	-0.154499963	103	99	x103_D5	x099_A18	0
D5	A19	0	0	-0.222701058	103	82	x103_D5	x082_A19	0
D5	A2	0	0	-0.437297136	103	100	x103_D5	x100_A2	0
D5	A20	0.00066229	0.001820463	-0.06014733	103	96	x103_D5	x096_A20	0.001820463
D5	A3	2.12E-05	6.61E-05	0.075071909	103	69	x103_D5	x069_A3	0.0000661
D5	A4	0	0	0.430830359	103	92	x103_D5	x092_A4	0
D5	A5	0	0	0.331008375	103	101	x103_D5	x101_A5	0
D5	A6	0	0	-0.201125115	103	97	x103_D5	x097_A6	0
D5	A7	0	0	-0.23608835	103	84	x103_D5	x084_A7	0
D5	A8	2.22E-09	8.72E-09	0.105450585	103	93	x103_D5	x093_A8	8.72E-09
D5	A9	4.34E-08	1.60E-07	0.096605457	103	83	x103_D5	x083_A9	0.00000016
D5	B1	0.093447009	0.174441876	-0.029654516	103	26	x103_D5	x026_B1	NA
D5	B10	0.816218731	0.884052627	0.004109432	103	2	x103_D5	x002_B10	NA
D5	B11	0.147929089	0.254180249	-0.025579369	103	6	x103_D5	x006_B11	NA
D5	B12	0.136041781	0.237706348	0.026353601	103	14	x103_D5	x014_B12	NA
D5	B13	0.504877111	0.647853374	0.011790454	103	9	x103_D5	x009_B13	NA
D5	B14	0.399844759	0.552608755	-0.014885468	103	4	x103_D5	x004_B14	NA
D5	B15	0.627376967	0.74640304	-0.008582985	103	15	x103_D5	x015_B15	NA
D5	B16	0.392805066	0.545613153	-0.01510898	103	16	x103_D5	x016_B16	NA
D5	B17	0.34182408	0.493797373	-0.016806567	103	7	x103_D5	x007_B17	NA
D5	B18	0.811563231	0.881558538	-0.0042155	103	17	x103_D5	x017_B18	NA
D5	B19	0.545115329	0.684104333	0.010698886	103	10	x103_D5	x010_B19	NA
D5	B2	0.022850701	0.050234673	-0.040226135	103	25	x103_D5	x025_B2	NA
D5	B20	0.939184794	0.961313444	-0.001349025	103	8	x103_D5	x008_B20	NA
D5	B3	0.00057681	0.001595743	-0.060809616	103	23	x103_D5	x023_B3	0.001595743
D5	B4	0.810427207	0.880803319	0.004241405	103	1	x103_D5	x001_B4	NA
D5	B5	0.989714492	0.993359849	0.000227942	103	5	x103_D5	x005_B5	NA
D5	B6	0.017724145	0.039945957	0.041911013	103	13	x103_D5	x013_B6	0.039945957
D5	B7	0.046046503	0.093862218	-0.035263661	103	11	x103_D5	x011_B7	NA
D5	B8	0.968981272	0.980925823	-0.000687575	103	3	x103_D5	x003_B8	NA
D5	B9	0.111872968	0.20256069	-0.028105538	103	12	x103_D5	x012_B9	NA
D5	C1	0.817392475	0.885163997	-0.004082714	103	21	x103_D5	x021_C1	NA
D5	C10	0.850572599	0.906623714	0.00333103	103	30	x103_D5	x030_C10	NA
D5	C11	0.118149671	0.211814376	0.027624108	103	35	x103_D5	x035_C11	NA
D5	C12	0.989367366	0.993217346	-0.000235635	103	29	x103_D5	x029_C12	NA
D5	C13	0.320568778	0.470340143	-0.01756181	103	33	x103_D5	x033_C13	NA
D5	C14	0.362039277	0.514139649	-0.016115682	103	31	x103_D5	x031_C14	NA
D5	C15	0.20774217	0.336325765	0.022272754	103	40	x103_D5	x040_C15	NA
D5	C16	0.327744031	0.478471418	0.017303331	103	37	x103_D5	x037_C16	NA
D5	C17	0.981118168	0.987708383	-0.000418477	103	39	x103_D5	x039_C17	NA
D5	C18	0.313626153	0.463443132	0.017815532	103	36	x103_D5	x036_C18	NA
D5	C19	0.398528721	0.551646198	-0.014927072	103	41	x103_D5	x041_C19	NA
D5	C2	0.230121085	0.364581371	-0.02121662	103	19	x103_D5	x019_C2	NA
D5	C20	0.153294249	0.261673981	0.02524546	103	38	x103_D5	x038_C20	NA
D5	C3	0.581876398	0.71307216	-0.009736189	103	22	x103_D5	x022_C3	NA
D5	C4	0.506580123	0.649753495	0.011743364	103	20	x103_D5	x020_C4	NA
D5	C5	0.097541493	0.180722533	0.029290555	103	24	x103_D5	x024_C5	NA
D5	C6	0.14017408	0.243727271	-0.02607877	103	18	x103_D5	x018_C6	NA
D5	C7	0.464457469	0.611013125	-0.012934179	103	34	x103_D5	x034_C7	NA
D5	C8	0.036525919	0.076617524	-0.036960464	103	28	x103_D5	x028_C8	NA
D5	C9	0.665617215	0.779156326	0.007641454	103	32	x103_D5	x032_C9	NA
D5	D1	0	0	0.436572105	103	51	x103_D5	x051_D1	0
D5	D10	4.36E-12	1.92E-11	0.121987	103	77	x103_D5	x077_D10	1.92E-11
D5	D11	0.000111417	0.000329037	0.068247817	103	88	x103_D5	x088_D11	0.000329037
D5	D12	0.028398522	0.061086882	0.038739335	103	76	x103_D5	x076_D12	NA
D5	D13	0.443144844	0.591814065	-0.013559445	103	90	x103_D5	x090_D13	NA
D5	D14	0.068424866	0.13322737	0.032211415	103	78	x103_D5	x078_D14	NA
D5	D15	1.27E-13	6.03E-13	-0.130442858	103	105	x103_D5	x105_D15	6.03E-13
D5	D16	3.28E-11	1.40E-10	-0.116884768	103	109	x103_D5	x109_D16	1.4E-10
D5	D17	0	0	0.145734936	103	106	x103_D5	x106_D17	0
D5	D18	0	0	0.159791082	103	108	x103_D5	x108_D18	0
D5	D19	0	0	-0.213018239	103	107	x103_D5	x107_D19	0
D5	D2	2.53E-07	8.87E-07	-0.09097036	103	70	x103_D5	x070_D2	0.000000887
D5	D20	0	0	-0.146668866	103	110	x103_D5	x110_D20	0
D5	D3	0	0	-0.402722478	103	50	x103_D5	x050_D3	0
D5	D4	9.11E-07	3.10E-06	-0.086653456	103	102	x103_D5	x102_D4	0.0000031
D5	D5	NA	NA	1	103	103	x103_D5	x103_D5	NA
D5	D6	3.26E-12	1.44E-11	0.122709669	103	67	x103_D5	x067_D6	1.44E-11
D5	D7	0	0	-0.265956849	103	104	x103_D5	x104_D7	0
D5	D8	0	0	-0.16975604	103	75	x103_D5	x075_D8	0
D5	D9	1.53E-09	6.06E-09	0.106512539	103	89	x103_D5	x089_D9	6.06E-09
D5	x1	0.792640666	0.869352505	-0.004648225	103	59	x103_D5	x059_x1	NA
D5	x10	5.55E-15	2.79E-14	0.137503803	103	65	x103_D5	x065_x10	2.79E-14
D5	x11	0.369307988	0.521432263	-0.015873209	103	27	x103_D5	x027_x11	NA
D5	x12	4.04E-11	1.72E-10	-0.116346732	103	66	x103_D5	x066_x12	1.72E-10
D5	x13	0	0	0.381167024	103	49	x103_D5	x049_x13	0
D5	x14	0	0	0.169777751	103	73	x103_D5	x073_x14	0
D5	x15	0	0	0.163270801	103	74	x103_D5	x074_x15	0
D5	x2	0.909475207	0.942489864	0.002010429	103	60	x103_D5	x060_x2	NA
D5	x3	0.010405815	0.024282935	0.045278352	103	61	x103_D5	x061_x3	0.024282935
D5	x4	5.62E-09	2.17E-08	-0.102770939	103	62	x103_D5	x062_x4	2.17E-08
D5	x5	0.451639014	0.59915377	-0.013308253	103	57	x103_D5	x057_x5	NA
D5	x6	0.888588792	0.930008695	-0.002477044	103	58	x103_D5	x058_x6	NA
D5	x7	0	0	-0.15602456	103	71	x103_D5	x071_x7	0
D5	x8	0	0	-0.161476061	103	72	x103_D5	x072_x8	0
D5	x9	0	0	-0.375867575	103	48	x103_D5	x048_x9	0
D5	y1	0	0	-0.238683373	103	44	x103_D5	x044_y1	0
D5	y10	0	0	0.183835268	103	63	x103_D5	x063_y10	0
D5	y11	0	0	0.380666673	103	52	x103_D5	x052_y11	0
D5	y12	0	0	0.174629763	103	64	x103_D5	x064_y12	0
D5	y13	0.003754074	0.009357868	-0.051210389	103	87	x103_D5	x087_y13	0.009357868
D5	y14	0	0	-0.154603451	103	55	x103_D5	x055_y14	0
D5	y15	0	0	-0.185138643	103	56	x103_D5	x056_y15	0
D5	y2	0	0	-0.244362369	103	45	x103_D5	x045_y2	0
